MBL-TEXT
StartTime, 2025/01/07, 14/44/00
SamplingRate,500

EVENT, ECG,
0000,-193.957,
0000,-94.766,
0000,-42.881,
0000,-140.852,
0000,-142.683,
0000,-123.608,
0000,-27.621,
0000,10.987,
0000,-99.039,
0000,-65.314,
0000,-62.109,
0000,6.409,
0000,19.991,
0000,-59.667,
0000,-19.838,
0000,3.815,
0000,14.192,
0000,42.576,
0000,-43.949,
0000,-39.524,
0000,2.289,
0000,24.874,
0000,23.195,
0000,-44.865,
0000,-24.874,
0000,-11.293,
0000,56.463,
0000,18.923,
0000,-51.427,
0000,-16.023,
0000,32.046,
0000,59.973,
0000,62.567,
0000,-39.676,
0000,-42.881,
0000,6.714,
0000,23.653,
0000,14.650,
0000,-57.989,
0000,-49.138,
0000,25.790,
0000,55.089,
0000,23.195,
0000,-82.710,
0000,-53.868,
0000,23.653,
0000,76.606,
0000,47.307,
0000,-88.509,
0000,-72.638,
0000,22.738,
0000,48.833,
0000,50.359,
0000,-65.466,
0000,-64.245,
0000,-41.966,
0000,52.953,
0000,76.301,
0000,-43.644,
0000,-54.937,
0000,-30.520,
0000,23.958,
0000,42.271,
0000,-28.994,
0000,-19.075,
0000,4.120,
0000,63.177,
0000,67.297,
0000,-38.456,
0000,-38.150,
0000,4.578,
0000,40.287,
0000,41.966,
0000,-56.768,
0000,-46.849,
0000,-0.153,
0000,37.845,
0000,35.251,
0000,-57.378,
0000,-4.273,
0000,25.637,
0000,34.183,
0000,52.190,
0000,-15.565,
0000,-27.163,
0000,-4.425,
0000,44.255,
0000,32.199,
0000,-41.508,
0000,-84.084,
0000,-49.290,
0000,-7.020,
0000,-3.968,
0000,-60.125,
0000,-12.056,
0000,-23.806,
0000,-22.280,
0000,-15.260,
0000,-66.687,
0000,-85.457,
0000,-60.736,
0000,33.115,
0000,43.797,
0000,-119.029,
0000,-100.565,
0000,-40.439,
0000,-25.637,
0000,-35.404,
0000,-107.890,
0000,-69.739,
0000,-43.034,
0000,-18.770,
0000,-29.147,
0000,-110.636,
0000,-86.983,
0000,-37.387,
0000,57.073,
0000,70.502,
0000,-38.456,
0000,-26.248,
0000,14.497,
0000,78.743,
0000,55.852,
0000,-26.858,
0000,7.630,
0000,59.057,
0000,105.448,
0000,68.366,
0000,-22.585,
0000,-20.449,
0000,79.811,
0000,147.719,
0000,75.538,
0000,16.786,
0000,-18.617,
0000,27.163,
0000,80.726,
0000,43.034,
0000,-24.569,
0000,-15.260,
0000,54.631,
0000,74.622,
0000,88.814,
0000,8.088,
0000,-6.409,
0000,63.330,
0000,92.324,
0000,66.382,
0000,-0.458,
0000,16.023,
0000,28.689,
0000,64.856,
0000,43.034,
0000,-37.235,
0000,-57.531,
0000,-74.470,
0000,-102.091,
0000,-193.347,
0000,-397.986,
0000,-484.664,
0000,-572.867,
0000,-598.505,
0000,-607.203,
0000,-735.999,
0000,-775.065,
0000,-719.365,
0000,-609.034,
0000,-513.658,
0000,-495.803,
0000,-277.430,
0000,-88.967,
0000,17.397,
0000,63.025,
0000,37.235,
0000,65.466,
0000,189.837,
0000,291.775,
0000,213.032,
0000,82.252,
0000,50.053,
0000,57.989,
0000,41.050,
0000,30.215,
0000,-57.684,
0000,-44.407,
0000,-44.865,
0000,46.696,
0000,9.919,
0000,-84.847,
0000,-83.931,
0000,-11.293,
0000,40.134,
0000,14.345,
0000,-70.197,
0000,-69.434,
0000,-44.712,
0000,16.023,
0000,7.172,
0000,-93.545,
0000,-70.349,
0000,-21.669,
0000,-7.172,
0000,-1.068,
0000,-114.451,
0000,-92.477,
0000,-38.303,
0000,-10.224,
0000,-58.904,
0000,-138.257,
0000,-82.405,
0000,-69.434,
0000,-48.222,
0000,-57.226,
0000,-108.500,
0000,-121.624,
0000,-74.928,
0000,-30.063,
0000,-50.511,
0000,-164.352,
0000,-178.697,
0000,-153.212,
0000,-60.125,
0000,-61.804,
0000,-163.742,
0000,-187.242,
0000,-171.372,
0000,-76.454,
0000,-80.574,
0000,-208.302,
0000,-199.603,
0000,-166.336,
0000,-95.071,
0000,-126.660,
0000,-265.222,
0000,-247.978,
0000,-208.302,
0000,-192.431,
0000,-178.849,
0000,-274.378,
0000,-272.547,
0000,-234.702,
0000,-200.214,
0000,-220.662,
0000,-306.425,
0000,-292.233,
0000,-275.446,
0000,-214.253,
0000,-247.673,
0000,-328.857,
0000,-328.094,
0000,-311.003,
0000,-278.346,
0000,-304.136,
0000,-427.743,
0000,-413.246,
0000,-357.088,
0000,-263.238,
0000,-264.459,
0000,-388.830,
0000,-382.878,
0000,-351.747,
0000,-274.531,
0000,-243.247,
0000,-371.891,
0000,-343.507,
0000,-260.491,
0000,-274.683,
0000,-332.519,
0000,-375.401,
0000,-365.176,
0000,-326.263,
0000,-271.326,
0000,-240.501,
0000,-309.629,
0000,-332.672,
0000,-249.962,
0000,-173.051,
0000,-172.898,
0000,-218.373,
0000,-210.285,
0000,-185.259,
0000,-131.085,
0000,-129.101,
0000,-213.643,
0000,-201.740,
0000,-147.719,
0000,-126.965,
0000,-114.299,
0000,-161.453,
0000,-156.264,
0000,-122.845,
0000,-58.752,
0000,-59.973,
0000,-148.482,
0000,-131.390,
0000,-92.172,
0000,-41.050,
0000,-25.942,
0000,-127.117,
0000,-118.419,
0000,-65.771,
0000,-2.442,
0000,-3.968,
0000,-72.791,
0000,-82.252,
0000,-60.888,
0000,-8.241,
0000,2.594,
0000,-102.396,
0000,-118.419,
0000,-50.359,
0000,-19.380,
0000,-4.578,
0000,-79.353,
0000,-86.373,
0000,-35.556,
0000,7.172,
0000,-39.371,
0000,-71.265,
0000,-44.560,
0000,-33.115,
0000,-8.851,
0000,23.806,
0000,-104.227,
0000,-76.911,
0000,-29.147,
0000,18.923,
0000,-2.289,
0000,-116.283,
0000,-93.545,
0000,-46.849,
0000,5.036,
0000,-34.335,
0000,-143.293,
0000,-116.588,
0000,-63.177,
0000,-21.059,
0000,-19.380,
0000,-103.159,
0000,-93.392,
0000,-70.044,
0000,-22.432,
0000,-38.913,
0000,-138.868,
0000,-118.266,
0000,-79.200,
0000,-40.439,
0000,0.305,
0000,-94.613,
0000,-122.387,
0000,-42.423,
0000,0.916,
0000,-13.887,
0000,-108.653,
0000,-85.610,
0000,-29.605,
0000,1.679,
0000,-21.975,
0000,-114.451,
0000,-99.344,
0000,-85.304,
0000,-3.357,
0000,23.653,
0000,-75.996,
0000,-81.795,
0000,-42.881,
0000,-13.582,
0000,-26.858,
0000,-103.464,
0000,-81.947,
0000,-36.777,
0000,-12.513,
0000,-74.775,
0000,-159.622,
0000,-137.494,
0000,-86.373,
0000,-15.871,
0000,-39.829,
0000,-144.209,
0000,-141.767,
0000,-95.681,
0000,-30.215,
0000,-38.913,
0000,-145.735,
0000,-106.974,
0000,-76.606,
0000,-66.382,
0000,-90.035,
0000,-174.577,
0000,-139.631,
0000,-106.821,
0000,-63.330,
0000,-73.859,
0000,-146.956,
0000,-145.582,
0000,-119.487,
0000,-45.628,
0000,-53.258,
0000,-90.035,
0000,-92.172,
0000,-63.482,
0000,4.120,
0000,-24.111,
0000,-108.653,
0000,-104.990,
0000,-16.481,
0000,86.983,
0000,6.257,
0000,-78.437,
0000,-62.109,
0000,-72.028,
0000,33.267,
0000,60.736,
0000,-54.479,
0000,-75.080,
0000,-48.527,
0000,20.143,
0000,21.212,
0000,-72.333,
0000,-40.897,
0000,-22.280,
0000,13.124,
0000,32.046,
0000,-32.657,
0000,-42.271,
0000,-43.797,
0000,36.624,
0000,42.881,
0000,-63.025,
0000,-62.109,
0000,0.610,
0000,28.079,
0000,19.686,
0000,-83.015,
0000,-53.563,
0000,-17.244,
0000,-4.120,
0000,-83.931,
0000,-236.228,
0000,-299.405,
0000,-376.621,
0000,-381.962,
0000,-493.972,
0000,-703.647,
0000,-770.029,
0000,-714.177,
0000,-698.154,
0000,-716.466,
0000,-798.413,
0000,-713.719,
0000,-587.365,
0000,-353.426,
0000,-167.404,
0000,-224.325,
0000,-127.728,
0000,4.578,
0000,132.458,
0000,150.771,
0000,56.463,
0000,80.879,
0000,93.087,
0000,106.058,
0000,48.527,
0000,-89.425,
0000,-84.389,
0000,-92.629,
0000,-69.434,
0000,-66.534,
0000,-142.988,
0000,-91.866,
0000,-55.242,
0000,-48.222,
0000,-50.664,
0000,-135.968,
0000,-130.169,
0000,-82.863,
0000,-32.046,
0000,-57.226,
0000,-161.148,
0000,-133.069,
0000,-112.010,
0000,-36.014,
0000,-76.148,
0000,-181.596,
0000,-160.079,
0000,-114.299,
0000,-57.684,
0000,-98.733,
0000,-199.298,
0000,-155.501,
0000,-138.105,
0000,-74.012,
0000,-149.092,
0000,-265.680,
0000,-174.882,
0000,-114.604,
0000,-107.432,
0000,-186.632,
0000,-274.378,
0000,-220.510,
0000,-186.327,
0000,-121.929,
0000,-130.017,
0000,-253.472,
0000,-239.127,
0000,-198.077,
0000,-171.830,
0000,-188.311,
0000,-282.161,
0000,-276.362,
0000,-260.034,
0000,-199.908,
0000,-245.079,
0000,-337.708,
0000,-310.240,
0000,-264.612,
0000,-234.549,
0000,-265.222,
0000,-337.403,
0000,-312.376,
0000,-291.622,
0000,-279.719,
0000,-297.574,
0000,-401.953,
0000,-423.928,
0000,-355.257,
0000,-297.268,
0000,-329.925,
0000,-432.931,
0000,-424.538,
0000,-376.011,
0000,-331.299,
0000,-362.887,
0000,-457.653,
0000,-438.578,
0000,-411.720,
0000,-381.505,
0000,-418.892,
0000,-493.362,
0000,-470.472,
0000,-470.777,
0000,-375.401,
0000,-410.194,
0000,-445.903,
0000,-461.163,
0000,-404.700,
0000,-343.965,
0000,-356.631,
0000,-472.761,
0000,-483.443,
0000,-415.077,
0000,-311.918,
0000,-330.688,
0000,-486.953,
0000,-471.540,
0000,-418.434,
0000,-317.412,
0000,-307.340,
0000,-442.088,
0000,-415.993,
0000,-333.130,
0000,-292.233,
0000,-309.324,
0000,-386.998,
0000,-330.078,
0000,-292.538,
0000,-243.705,
0000,-253.014,
0000,-339.387,
0000,-296.200,
0000,-229.666,
0000,-182.664,
0000,-200.671,
0000,-280.482,
0000,-251.946,
0000,-199.603,
0000,-149.550,
0000,-192.584,
0000,-252.403,
0000,-211.506,
0000,-201.434,
0000,-156.417,
0000,-167.709,
0000,-250.725,
0000,-181.444,
0000,-99.802,
0000,-92.782,
0000,-129.559,
0000,-231.192,
0000,-214.406,
0000,-86.220,
0000,-43.797,
0000,-152.297,
0000,-255.913,
0000,-234.396,
0000,-184.038,
0000,-62.872,
0000,-132.001,
0000,-254.082,
0000,-200.977,
0000,-124.676,
0000,-116.130,
0000,-157.943,
0000,-243.095,
0000,-202.045,
0000,-143.293,
0000,-124.371,
0000,-121.318,
0000,-203.113,
0000,-207.844,
0000,-180.223,
0000,-120.403,
0000,-136.884,
0000,-235.922,
0000,-226.614,
0000,-188.921,
0000,-128.949,
0000,-162.674,
0000,-245.689,
0000,-219.899,
0000,-177.629,
0000,-143.751,
0000,-147.261,
0000,-251.183,
0000,-263.391,
0000,-173.051,
0000,-101.175,
0000,-140.241,
0000,-277.888,
0000,-253.166,
0000,-180.681,
0000,-120.861,
0000,-150.771,
0000,-246.605,
0000,-237.754,
0000,-151.839,
0000,-96.444,
0000,-185.564,
0000,-237.906,
0000,-185.106,
0000,-138.868,
0000,-76.911,
0000,-148.634,
0000,-242.332,
0000,-207.386,
0000,-171.982,
0000,-104.685,
0000,-171.067,
0000,-271.174,
0000,-234.244,
0000,-160.079,
0000,-135.358,
0000,-155.196,
0000,-233.786,
0000,-234.549,
0000,-198.535,
0000,-145.735,
0000,-163.742,
0000,-272.394,
0000,-265.832,
0000,-244.010,
0000,-214.558,
0000,-237.754,
0000,-303.220,
0000,-231.955,
0000,-203.571,
0000,-198.382,
